Crop Name,Nitrogen (N),Phosphorus (P),Potassium (K),Temperature (°C),Humidity (%),pH,Soil Type,Required Water (mm per acre)
Cotton,258,22,110,19.529925798815277,29.68690453577154,8.0,Chalky,892
Sugarcane,259,98,50,37.16578372297106,59.85894631261069,8.5,Clay,926
Pulses,99,93,87,30.586675042871736,93.52171964776782,7.9,Sandy,1215
Millets,116,72,32,10.30944146504428,80.20683585624899,4.4,Chalky,1166
Millets,96,28,111,28.175080970607237,93.076487928123,4.2,Loamy,334
Millets,194,80,105,26.44995235758877,99.79597130703807,6.8,Sandy,676
Millets,191,40,124,21.528289125836658,55.09346500641449,7.5,Peaty,936
Millets,53,36,97,35.009166407492046,23.2149287926217,4.0,Sandy,356
Rice,174,47,131,22.652495635404662,46.898138161460324,5.9,Sandy,790
Millets,218,64,127,23.815701814177803,82.24891676322352,5.5,Loamy,612
Wheat,281,67,137,34.526453440289174,33.05250973886439,6.1,Sandy,1387
Pulses,283,27,23,29.562937227619738,45.6027523558346,7.9,Peaty,884
Millets,100,92,93,35.581982811986165,74.58095144174686,8.6,Chalky,807
Millets,259,88,139,37.54729365121604,58.69618083958996,6.9,Silty,1172
Soybean,189,66,30,20.96167110943526,54.00962989107959,7.6,Chalky,1173
Cotton,163,87,114,29.190257755753862,91.03627727276574,7.9,Clay,600
Rice,176,37,130,26.888171916776585,42.244906201760266,4.3,Loamy,1196
Millets,296,44,25,10.95625772046524,20.88690207605559,8.9,Chalky,418
Barley,285,81,141,19.725510037393995,41.041105642217595,8.0,Chalky,1419
Barley,73,57,133,29.646254010941433,82.72132160936523,7.5,Loamy,302
Rice,102,43,96,15.585456672605488,78.84537054483152,6.8,Silty,1352
Millets,162,28,121,28.743858743669374,97.92366355164819,7.3,Sandy,501
Sugarcane,74,29,105,15.379584723488883,46.96788464964384,8.6,Chalky,315
Cotton,89,90,48,10.673879413851832,25.36552570153077,4.4,Sandy,1205
Millets,84,83,66,11.606636913673379,22.18490523725448,6.2,Peaty,1150
Barley,90,31,78,17.709369986970398,30.56623992189874,8.7,Silty,1260
Sugarcane,207,83,141,11.769879274578628,54.04317202847527,4.4,Chalky,1164
Wheat,52,83,61,30.56825156575097,65.92909364765643,6.4,Silty,814
Soybean,52,25,37,33.40543707471613,30.224463975551217,6.4,Peaty,776
Sugarcane,247,23,108,10.72329832508043,38.24563371964391,8.5,Loamy,855
Millets,151,53,130,11.680297272232576,96.10300337797153,6.8,Chalky,417
Sugarcane,199,45,67,39.050183099982576,75.93827806779288,8.2,Chalky,1477
Rice,102,52,130,37.23281446790037,84.27372108580548,7.4,Clay,1325
Wheat,148,38,129,30.466744950757736,48.23421908796314,5.0,Clay,1481
Groundnut,145,78,134,26.91045067945158,24.319739542606698,7.5,Loamy,687
Barley,236,49,137,28.245130389135834,67.75304788192446,6.6,Sandy,1190
Millets,53,78,96,15.358810044312449,40.83971389005076,5.6,Loamy,857
Groundnut,278,82,20,12.405302527807336,85.55369569706566,8.1,Sandy,1147
Pulses,60,88,92,28.548767656951075,28.111930187032872,8.3,Sandy,1315
Pulses,284,38,137,28.05091186865539,79.19726423989445,6.6,Silty,1040
Sugarcane,252,99,34,19.88804117365071,48.64250974249465,6.0,Clay,1290
Millets,178,74,122,13.442731206584074,66.12956867198946,8.8,Peaty,311
Groundnut,233,23,116,21.16348083096134,24.839768808113547,4.0,Loamy,659
Sugarcane,130,62,74,17.079818621686826,93.73766825347676,8.1,Peaty,775
Barley,214,47,28,21.70403331925225,67.64597211515115,4.5,Chalky,979
Wheat,272,70,51,34.20971462664416,49.53518464410067,7.6,Silty,1020
Sugarcane,209,93,103,20.43150200062827,23.16089564923991,8.4,Silty,994
Soybean,156,83,97,16.97012181034922,48.61477492690298,7.2,Sandy,551
Groundnut,241,46,72,26.2404918058125,26.805428363362633,6.7,Silty,901
Barley,158,95,102,21.47323651694672,74.354974728687,6.3,Loamy,671
Millets,244,39,63,30.075660158241053,59.1993705625557,5.3,Chalky,983
Cotton,95,58,123,25.895323018706787,50.381316545430046,4.2,Chalky,589
Maize,182,35,54,35.87354310147202,50.25746514001678,8.2,Silty,866
Barley,79,37,115,19.92712078083924,45.5475018972688,5.4,Peaty,616
Maize,218,39,65,34.1990661316285,80.44425904756866,5.7,Chalky,328
Maize,217,24,139,39.00467909307727,56.37216093626513,5.3,Loamy,822
Cotton,69,83,47,15.662390135510806,46.279003030245704,7.9,Silty,395
Barley,80,53,136,13.762522509450989,34.756543260552924,6.1,Silty,336
Wheat,204,25,57,13.946746614196533,89.97171570807683,8.5,Silty,649
Cotton,197,42,42,15.548402061376954,42.81626505819073,4.3,Chalky,824
Maize,273,70,119,21.798575837336823,57.91516647282154,7.3,Chalky,664
Groundnut,255,98,145,31.58840288197393,83.74879684410419,6.3,Silty,915
Barley,72,46,91,15.758336649570452,64.52949806745494,7.0,Silty,559
Sugarcane,191,90,54,18.810563089480915,44.34026478104342,4.6,Loamy,338
Millets,67,94,110,21.542510241676638,49.23481681793362,9.0,Loamy,545
Cotton,244,79,140,32.65151934373664,58.271231387305455,8.4,Chalky,1335
Cotton,72,65,117,26.566568695623197,64.13644756676014,6.3,Chalky,1446
Maize,126,20,62,20.116117342677654,63.05015379570744,7.1,Silty,704
Sugarcane,262,34,48,38.539210935119314,69.20245805590724,7.0,Loamy,1386
Sugarcane,183,43,69,14.575099582293147,71.91446213380286,6.2,Clay,1059
Cotton,50,87,35,23.190957056751664,68.15098488083257,5.5,Silty,318
Rice,133,44,114,19.266436845865137,79.16432085466037,4.6,Sandy,591
Soybean,281,74,121,19.94421482384366,88.27240326419971,5.0,Silty,518
Cotton,168,87,145,37.105244681447616,42.7491365278881,6.8,Peaty,1223
Pulses,293,84,126,18.897219434118377,72.99679412215588,7.2,Loamy,984
Sugarcane,80,47,32,16.50630534915272,58.553938034720105,5.4,Peaty,1035
Groundnut,278,43,127,25.683568373463405,44.05854240438131,8.0,Loamy,982
Cotton,238,55,145,26.82259313965958,80.06233186562727,6.7,Sandy,951
Pulses,251,89,22,11.050872748218122,29.336298287665965,6.9,Sandy,839
Rice,122,61,44,30.482351293529483,77.17601665924846,8.3,Chalky,411
Millets,61,78,143,29.789042009695326,71.24329619508546,4.7,Loamy,1283
Wheat,161,81,97,27.098458665312453,93.23750984402474,8.2,Silty,636
Barley,300,62,33,15.280294067841888,30.430834997843288,4.9,Loamy,875
Wheat,140,86,136,39.12488822626545,24.96967558890062,6.6,Silty,331
Soybean,164,29,66,29.73525798513589,95.3966783258565,6.5,Sandy,1367
Barley,83,26,124,14.3198152758717,43.71481083549664,8.1,Chalky,925
Maize,270,93,143,11.630864648392212,87.27491627110999,4.5,Sandy,702
Wheat,74,43,66,34.279334378154786,43.058556855036585,8.8,Peaty,580
Maize,83,58,44,12.461592686673422,36.96695660971074,4.9,Chalky,984
Cotton,214,36,92,34.52545373145216,50.8326655567778,6.1,Silty,763
Rice,55,26,84,13.523855783747837,58.728929451990474,5.3,Clay,663
Barley,176,74,138,35.55647121928153,93.10268079430755,8.2,Sandy,795
Rice,60,78,46,24.975202091777447,78.28987090483903,4.5,Silty,434
Millets,67,88,141,18.105703992579205,58.39459034638169,5.6,Silty,373
Barley,187,45,28,29.615528514007863,46.06478589624294,5.3,Clay,780
Maize,285,65,68,18.994709323350463,67.69369935958085,5.1,Sandy,1128
Groundnut,192,50,150,33.88020960335516,51.606129746683614,5.8,Sandy,913
Maize,53,88,53,33.34194771361976,47.05611603248599,6.6,Peaty,1137
Sugarcane,272,97,132,12.352880213633725,56.05298325271035,6.4,Clay,526
Pulses,83,85,28,35.12404231994576,31.83030571712573,8.0,Loamy,414
Pulses,63,67,40,39.177717973308674,94.53014033835784,8.1,Peaty,1266
Pulses,79,88,144,21.831412265098997,91.78946698922518,4.4,Peaty,551
Rice,172,61,62,31.0363468546726,75.16226898113501,5.3,Clay,653
Soybean,164,70,81,37.95429468693891,84.38944388543233,8.7,Peaty,1345
Millets,160,96,69,36.31060133432459,92.00443515693274,4.4,Loamy,1389
Sugarcane,233,86,48,19.477271055022673,23.500140942018064,5.0,Chalky,463
Rice,92,81,47,23.2299038224091,99.2578301784595,5.2,Peaty,1437
Groundnut,57,30,107,21.032842589842843,29.99309907780851,8.1,Chalky,1238
Cotton,255,55,64,36.45576991925391,25.599634142970764,5.9,Clay,1109
Rice,240,28,101,17.207811994309985,25.67526506535578,8.5,Loamy,1040
Sugarcane,107,93,109,21.66081656295261,26.319720287732,7.8,Silty,1134
Maize,117,59,64,34.995728034073124,36.88699189005665,7.2,Silty,921
Cotton,206,68,32,25.46788012831051,74.02352179237982,7.1,Sandy,725
Groundnut,96,30,46,29.38229806941649,65.59393705681967,5.9,Peaty,563
Wheat,206,30,105,36.85832185116924,79.6535147213352,8.4,Loamy,743
Groundnut,62,44,137,21.519731342417607,75.53655729951055,5.7,Peaty,988
Millets,167,81,53,15.116320676693025,39.48567497293978,8.8,Sandy,748
Sugarcane,289,92,98,20.816138515757306,22.38609696005728,6.3,Sandy,1305
Sugarcane,196,20,59,27.523166732666233,33.647907355317486,5.2,Peaty,888
Groundnut,58,88,30,30.943775508111916,87.83498882643683,5.2,Chalky,1253
Barley,246,85,38,36.57042074730231,21.223704824608134,7.5,Loamy,1498
Pulses,213,62,110,23.5853660743764,65.12686800024483,5.2,Chalky,569
Millets,259,73,150,11.216180914848401,40.90314888117945,6.1,Loamy,1293
Soybean,229,89,88,25.343989015369026,39.34620964481532,8.6,Clay,1288
Sugarcane,103,55,114,19.20209528116645,21.187178832420823,5.1,Clay,865
Pulses,161,37,31,38.14316136442645,41.98429218539247,7.8,Silty,1071
Barley,223,37,28,20.10786320526894,21.90291072506944,8.1,Silty,968
Soybean,251,26,68,22.291186433633357,77.2353757095697,6.1,Loamy,691
Groundnut,64,83,20,27.559046412215984,89.42365362765034,7.1,Peaty,537
Sugarcane,205,67,71,13.957782994470438,33.04963712502281,7.7,Silty,1329
Soybean,123,52,47,16.042586037226577,96.46423507863281,5.2,Silty,687
Groundnut,126,47,24,29.456478933688214,57.23037405453709,6.1,Loamy,1287
Maize,61,21,136,31.780492321838356,67.51751646941287,4.8,Peaty,953
Pulses,129,74,48,32.72602842772072,99.31000158349231,5.4,Sandy,451
Soybean,96,30,51,27.466077627294407,57.27443128446979,4.7,Peaty,1048
Cotton,248,31,119,27.95245833350332,67.90518057719089,6.2,Peaty,1182
Soybean,209,39,65,26.148395442406834,35.077910880759326,7.5,Clay,1335
Groundnut,243,50,79,34.11998072026425,54.45198390883032,6.2,Sandy,539
Soybean,134,37,110,15.45927455593091,27.54161617225689,5.2,Sandy,808
Cotton,71,94,105,10.147282725884452,60.928003621749305,5.4,Silty,1238
Rice,139,64,75,36.99256897877031,28.409602456097858,7.2,Silty,1158
Barley,261,50,144,34.064953406969494,89.87611487286324,6.7,Clay,1257
Barley,217,93,117,33.764195417721595,61.87438899625107,4.9,Peaty,1046
Barley,130,32,36,31.847288738562078,69.46211267462027,6.6,Chalky,749
Pulses,84,25,39,35.776969431068906,72.05554963156983,6.0,Chalky,1217
Groundnut,238,29,123,21.46436025332043,86.6929537370877,8.4,Silty,366
Cotton,108,25,27,20.30824003125765,76.27584899526614,6.7,Silty,1330
Maize,133,26,137,32.366139641245354,60.97427742567197,4.5,Peaty,385
Maize,294,38,37,10.096563326785978,60.75493963671909,4.9,Sandy,811
Wheat,59,95,149,34.89438214245405,24.85223402135354,8.2,Silty,340
Barley,142,37,28,19.699117571374714,40.45401981303663,6.6,Peaty,504
Soybean,152,73,82,30.770263925990452,58.57702763838745,4.4,Peaty,1029
Millets,116,58,116,17.048886062528506,68.3559289052044,6.4,Clay,1168
Millets,241,54,56,34.2196796755453,62.0015978260617,8.9,Peaty,1472
Wheat,133,98,26,38.36778959461818,23.76196605990005,7.4,Clay,1419
Sugarcane,228,100,87,16.617700019819296,52.71391822211768,5.7,Silty,1254
Wheat,244,70,135,26.799788805499418,52.662068078138226,7.3,Chalky,894
Sugarcane,122,79,54,38.97017236470803,43.28585293303746,4.8,Peaty,786
Sugarcane,249,76,35,18.213989225995398,65.82089466011011,6.0,Clay,1468
Sugarcane,290,70,110,28.012733671863025,22.954431619941573,7.6,Loamy,885
Groundnut,162,61,140,32.6785848778801,68.01401624064819,6.1,Clay,1432
Pulses,154,37,122,12.483316106762189,62.16267355953761,4.3,Clay,893
Barley,293,73,135,35.359039768476016,52.006657150984,4.7,Chalky,1451
Pulses,67,70,30,13.823593012700417,88.40269430961416,6.5,Peaty,572
Soybean,81,55,44,19.267493172963327,99.01983984885293,6.8,Peaty,558
Soybean,57,76,131,38.286716756522765,44.71886799464077,6.9,Loamy,1306
Sugarcane,106,66,104,25.712834154498424,58.54583388736025,4.9,Chalky,1394
Sugarcane,268,90,126,27.020777317443763,23.545727683051005,8.0,Loamy,1047
Wheat,278,34,70,32.50521587511127,93.96706042799786,4.2,Sandy,923
Cotton,201,43,115,24.423492049267914,60.22400532227664,4.3,Chalky,601
Maize,69,94,91,19.702896650480007,71.36455022020974,6.4,Peaty,403
Soybean,72,52,79,25.219123032310357,99.25514380404108,6.0,Chalky,1043
Groundnut,186,89,51,22.074574093163058,89.73403228781159,6.9,Clay,761
Cotton,300,71,117,33.95570850559086,54.76680817301764,5.9,Sandy,1000
Soybean,164,72,45,33.29987503612429,90.4782420002123,6.1,Loamy,1329
Cotton,105,80,132,28.42443983794819,58.858488880668006,8.4,Sandy,995
Sugarcane,174,65,121,19.894333363064906,85.34591002353655,6.5,Loamy,376
Cotton,264,85,60,15.783052079520239,25.10264946117576,8.8,Clay,1097
Sugarcane,219,95,141,31.872976061153658,68.0388602045045,7.7,Silty,1105
Rice,222,52,145,11.244008944152942,83.86999036906923,5.4,Loamy,1492
Rice,200,87,85,34.31088052763176,31.394154940916046,6.0,Peaty,1425
Cotton,176,84,130,36.90364761383271,66.63248644198907,6.2,Sandy,1452
Millets,220,30,149,20.01362400130614,57.82449682108975,5.7,Sandy,317
Sugarcane,138,20,150,18.63045264328438,51.91582770127903,8.3,Loamy,389
Cotton,148,96,83,20.87421191085398,66.00153552294353,6.3,Loamy,932
Pulses,179,37,66,14.784116082777519,38.08502205735294,5.0,Loamy,791
Cotton,256,45,79,24.8549111559319,28.9711050967788,8.7,Sandy,743
Wheat,106,47,85,33.098429061461744,80.53354326102892,8.3,Chalky,1371
Groundnut,157,34,110,13.998527463874117,54.59215119857305,4.6,Silty,1446
Cotton,254,54,101,24.93712471620306,46.11745758635104,5.8,Loamy,1014
Rice,156,69,82,26.300126770410905,50.882374707270124,7.8,Chalky,685
Wheat,211,66,134,28.748580891843353,75.38572893372884,4.8,Silty,1367
Cotton,127,20,80,16.06916359685935,43.12981806776155,5.1,Loamy,648
Barley,237,61,126,13.715578681501421,74.98131531874114,4.4,Sandy,820
Cotton,183,79,72,12.575534619728867,84.08544227189324,6.8,Clay,1231
Groundnut,258,75,94,11.846531558132344,52.28172895618454,5.5,Sandy,1223
Wheat,192,70,41,38.556066069892495,68.86444590552871,7.6,Silty,1329
Cotton,143,49,149,33.41807050571295,48.64017112706148,4.5,Silty,437
Maize,239,58,61,25.739832295699017,71.02151656575158,4.4,Sandy,648
Millets,280,82,95,39.295110231659436,23.080696685180033,5.5,Loamy,1407
Wheat,207,44,22,28.581818972590025,84.67324128310881,4.5,Chalky,1201
Cotton,169,23,147,16.719175431430138,65.21202205548985,4.7,Clay,791
Soybean,254,27,102,12.370043908976012,47.43622897913614,6.5,Chalky,1331
Groundnut,190,23,127,19.93609950413086,56.35400110847794,8.8,Loamy,354
Cotton,242,69,53,17.952907320984572,39.36538154667306,8.2,Clay,743
Barley,107,76,96,34.45837814336328,66.80766601432425,8.3,Silty,396
Pulses,289,82,70,19.290125537383386,94.78280909572328,5.3,Loamy,975
Maize,272,34,31,30.356733515666576,82.20308852838062,4.9,Sandy,1309
Sugarcane,214,99,49,23.081811184290345,24.731505614418438,6.6,Loamy,835
Millets,293,64,58,35.59270420762098,99.35844824651844,8.8,Silty,1005
Pulses,122,37,85,16.384433105797896,64.65958662790382,4.7,Sandy,413
Soybean,202,40,146,38.99572933848573,90.49659850510524,4.6,Chalky,1395
Maize,65,47,135,12.34529589116707,87.25353508677836,8.1,Silty,1282
Barley,61,93,135,12.936100302342311,81.31867131240382,7.7,Silty,1102
Pulses,53,29,104,11.013319246908896,33.20460883227918,6.7,Peaty,513
Cotton,247,20,118,15.633505041256885,68.29015053803055,4.1,Loamy,1240
Maize,222,49,59,27.96738420379955,55.34719776262652,7.2,Sandy,912
Wheat,178,79,128,26.82184425573011,91.78475972948375,4.4,Sandy,1039
Groundnut,178,62,141,37.19277964412736,66.65640739695674,7.8,Silty,873
Rice,241,39,125,38.27394968260501,58.505645309717885,7.1,Peaty,355
Millets,290,70,139,32.809017161337444,50.802349704375246,4.6,Peaty,1166
Sugarcane,151,53,134,31.634511932504576,76.93316710884407,7.4,Silty,1374
Rice,178,66,42,29.33927168132809,47.687999851496784,8.7,Silty,1481
Pulses,57,89,46,18.958765936382328,73.09440977464979,5.6,Sandy,689
Millets,135,82,75,18.92428958669673,84.80605119776396,6.7,Clay,1043
Millets,242,28,85,27.991747002615444,46.28681957710165,8.5,Sandy,1497
Millets,234,67,75,22.916951537955416,64.11889686050503,5.4,Clay,1281
Cotton,90,32,42,38.65100508757718,50.07825188426636,6.9,Chalky,469
Pulses,236,36,111,36.87858868916851,87.59836749542215,5.6,Loamy,1244
Wheat,206,94,46,33.48708709192671,75.58580426666052,4.8,Peaty,710
Soybean,160,31,150,11.402053924805736,41.55215941103869,8.1,Loamy,1436
Pulses,151,46,45,12.954481170251874,66.96780058331214,6.7,Peaty,1476
Cotton,66,76,134,39.09588895712062,87.21572014785494,5.9,Clay,1445
Barley,62,95,42,35.36633162689195,88.84633968352406,8.1,Peaty,1203
Rice,177,88,115,24.845469541599442,88.57143399366562,4.6,Clay,396
Millets,164,46,70,38.61671375937172,47.902914117389926,6.9,Clay,1090
Millets,66,44,41,23.44261896868202,72.04964684916114,8.6,Sandy,606
Groundnut,219,74,62,27.095963967480035,58.622850661605895,4.0,Silty,547
Barley,217,36,64,31.74173095686237,37.95222175326365,6.9,Sandy,1088
Millets,230,21,59,25.568088857037274,29.093771047983907,7.8,Silty,1352
Wheat,51,52,118,25.698357584794792,89.39457924150874,5.5,Peaty,357
Sugarcane,127,49,57,39.47803712909096,21.7357286277879,5.7,Clay,894
Pulses,150,46,108,16.680735121527814,34.4317778856164,6.0,Sandy,1077
Pulses,135,87,141,11.082556085616185,32.98438382659612,6.4,Peaty,1178
Cotton,169,20,135,12.719612895061658,99.58125567969888,8.1,Chalky,824
Pulses,281,70,118,26.33007754377824,92.72059007673228,4.7,Chalky,1276
Groundnut,102,40,27,20.581768331522348,29.41115277914175,8.0,Sandy,820
Maize,277,27,80,28.254628098967405,63.46028898656991,7.4,Sandy,318
Soybean,112,38,88,21.636901891172364,91.66638670815965,6.3,Peaty,460
Millets,110,56,108,22.679180906352148,99.06595356405104,4.4,Chalky,1402
Millets,76,39,149,12.131666122528944,58.67248519016127,4.3,Silty,1231
Rice,225,29,116,10.927374018400805,28.279862224579418,5.5,Clay,1341
Groundnut,179,86,113,29.33317738462382,69.82429203103085,6.0,Peaty,727
Pulses,146,49,97,35.314072613842534,34.346698202961065,8.1,Clay,1086
Soybean,245,57,130,28.33739579101494,82.57350661956139,6.8,Loamy,415
Sugarcane,287,100,110,18.00345743022281,91.9406415339432,8.7,Peaty,1291
Rice,224,51,134,36.241797499838114,59.57025577734332,5.1,Peaty,1061
Soybean,204,29,134,16.680458662475953,44.88006441392301,8.4,Silty,961
Wheat,228,92,109,27.547496351497937,80.20687049509031,9.0,Peaty,972
Barley,179,84,43,37.41516106128372,93.0664565377225,5.6,Chalky,1427
Wheat,153,66,64,11.1842255828738,20.461312006877847,7.9,Clay,1250
Barley,51,84,139,31.135333728726756,65.85040851335089,4.7,Loamy,1003
Maize,109,60,68,23.235466016409823,97.32122001223922,8.6,Chalky,1397
Rice,251,97,134,22.257243102799798,60.43725865341627,5.1,Peaty,896
Rice,143,45,43,31.968342677689503,85.73678130156325,5.1,Sandy,1011
Barley,150,68,147,31.90879699371315,31.432267220017806,7.0,Silty,689
Soybean,160,63,88,31.48292785342089,51.99832108080229,8.5,Clay,1142
Cotton,242,88,79,16.907907141767474,27.35581040161673,8.6,Sandy,1350
Maize,101,36,84,28.383856618533777,21.624834798828267,8.8,Sandy,886
Cotton,160,78,117,14.43338752763215,66.00458998999261,4.5,Silty,590
Groundnut,276,39,28,22.57920028428072,62.753802294482,8.2,Chalky,376
Sugarcane,179,46,96,25.78225989055236,30.883272697228115,4.5,Chalky,1391
Rice,108,49,137,23.218165779604526,76.11810970504834,5.2,Loamy,477
Soybean,141,22,73,38.14448522565986,59.28577419322235,5.1,Loamy,1045
Soybean,112,47,72,24.66225911392607,34.25609583191558,7.0,Clay,1151
Millets,195,56,110,22.034381367695083,20.096103777361904,5.0,Silty,1115
Soybean,92,79,24,26.00472842557283,21.573892256667584,8.8,Silty,335
Cotton,211,30,108,17.606154433614368,95.28203797636289,7.0,Sandy,1081
Barley,82,51,62,26.370691240622243,54.73117213993816,8.6,Clay,692
Maize,115,35,71,34.15983483048882,23.00288872284711,4.9,Clay,1051
Barley,232,21,103,11.023468191247042,44.07763385307759,4.9,Chalky,1405
Pulses,160,27,120,21.413382298150054,39.41623048311883,8.2,Loamy,832
Barley,78,56,29,22.480299999029626,82.64360613781305,6.2,Sandy,967
Cotton,196,55,81,24.89186435056437,84.00725055307986,4.2,Peaty,1481
Wheat,58,22,148,12.84662206633361,67.69625995902189,7.1,Loamy,1080
Barley,261,20,132,12.651765819194573,74.8876921368001,5.3,Clay,1014
Soybean,300,65,115,12.965562389660352,94.18909173700624,5.8,Loamy,1430
Millets,224,37,76,30.101741415702705,82.04473147125765,4.9,Chalky,1292
Wheat,295,37,62,15.333380957077559,25.821214946932443,6.6,Loamy,1212
Sugarcane,104,97,124,20.174297467483804,86.50315311358125,6.8,Peaty,756
Pulses,264,38,113,14.843761099451942,41.62031934230875,7.3,Clay,579
Wheat,65,94,56,37.86775105910877,32.90036217288246,7.0,Chalky,485
Millets,85,56,38,21.762686803272587,80.30951698539708,8.7,Chalky,1396
Rice,261,58,21,21.873383042293,68.48548619785569,4.4,Clay,1215
Millets,93,34,132,21.009732369346825,30.934276373895024,5.4,Sandy,1296
Sugarcane,101,69,112,23.8337093768622,20.036695249445913,6.3,Loamy,766
Cotton,142,67,102,22.162360302852825,87.12651640153845,7.2,Peaty,601
Soybean,214,45,117,16.673127539091386,88.08975471934497,6.5,Loamy,702
Millets,176,64,45,16.701009092574694,56.15173593646627,4.4,Silty,895
Maize,56,54,122,14.848219638740364,25.391300637047635,7.9,Chalky,537
Cotton,252,72,76,34.99745667978906,44.615496351212585,8.7,Silty,486
Pulses,126,27,76,24.55772178361473,36.108106031755824,7.7,Chalky,1198
Barley,270,46,100,38.78052922762581,58.44383188390472,5.0,Chalky,1162
Cotton,115,24,108,38.9965425397271,51.083994789217584,7.3,Loamy,1031
Pulses,110,87,143,24.265450018182484,27.148311420084184,7.1,Loamy,695
Rice,118,26,108,32.341459449978814,87.71942722444497,5.9,Clay,1325
Groundnut,240,51,55,28.30029979869594,30.22281762742118,4.2,Loamy,655
Maize,201,20,52,34.17735205273286,25.545656321643158,6.4,Silty,698
Barley,153,90,74,12.096301135131434,87.14274597093677,7.6,Loamy,848
Wheat,201,40,25,38.63979140635173,29.474174326512586,4.1,Sandy,1216
Pulses,62,51,137,31.494745529361616,29.590388289694076,6.5,Peaty,1340
Sugarcane,217,45,46,25.143753482925803,25.61947663411006,8.3,Sandy,833
Groundnut,101,31,46,15.286008680369374,76.92845953131032,8.9,Loamy,621
Rice,204,72,144,26.160772040882225,87.3811269425077,4.3,Clay,433
Pulses,209,26,150,21.715005961670656,57.86263022171552,5.8,Silty,361
Maize,137,98,47,22.07081037718091,47.68725985942042,7.0,Clay,1346
Maize,74,23,118,19.292040797863166,49.514561010182625,4.6,Silty,877
Groundnut,67,36,34,36.84442753483978,28.362744133310514,8.9,Clay,941
Soybean,259,84,42,19.663950150419197,56.76059601282084,6.5,Clay,1253
Wheat,160,36,35,13.689780343891718,27.47331476852038,7.3,Clay,590
Wheat,122,46,72,30.6467482522936,31.091798685141974,8.5,Peaty,739
Wheat,64,22,81,13.612238643550317,52.28800180216933,5.2,Clay,357
Maize,288,92,135,38.01287859518469,97.1687599502491,4.6,Silty,1192
Rice,107,99,106,39.499369619794436,53.6879130054374,4.1,Chalky,1355
Pulses,294,20,84,33.780514228027016,39.32333195115811,5.2,Clay,473
Millets,78,56,96,26.971867526019555,62.59226273685138,7.6,Clay,571
Barley,229,24,96,23.24099015003544,36.61166352539742,8.6,Clay,665
Rice,63,63,56,30.17028936811503,72.66122544678996,8.9,Peaty,759
Sugarcane,296,47,121,16.815836056469365,85.52325324630286,6.3,Clay,688
Rice,216,97,94,34.20593428907837,34.052015239143,5.7,Silty,320
Pulses,190,58,89,10.817974111158389,65.15690553416385,7.3,Peaty,1117
Cotton,195,44,104,22.848346345309537,65.279884829754,5.2,Peaty,859
Wheat,147,45,78,33.77129065064694,75.04521936166091,7.0,Silty,1380
Groundnut,247,45,26,32.71000131116487,22.598359717600054,8.2,Silty,719
Cotton,204,36,41,22.004081121488227,47.32525415407308,8.1,Peaty,922
Rice,79,98,54,27.53658007631059,58.415127300721245,4.9,Loamy,1088
Wheat,178,95,143,20.918329672143116,34.47551552362971,8.6,Peaty,574
Soybean,187,30,146,12.613698155524817,80.18008996355444,8.4,Sandy,695
Sugarcane,222,65,52,22.546968864272955,36.10114965538954,8.2,Clay,546
Barley,191,85,38,18.746030984075734,24.93687214607668,7.8,Sandy,844
Cotton,230,74,118,30.922721499666284,25.178373312352278,4.3,Loamy,1453
Barley,169,98,90,19.12759337267283,96.54889830242858,4.4,Sandy,965
Groundnut,207,91,22,16.646656445320144,32.219288994756134,4.3,Sandy,474
Sugarcane,216,34,140,27.882658420512115,60.69418398184603,7.7,Loamy,374
Sugarcane,282,90,123,38.89854428439366,77.33359606227488,4.2,Silty,727
Soybean,248,91,96,30.486984950924032,55.28418376716746,5.7,Peaty,1031
Soybean,100,91,28,14.454632334529164,69.07204410378517,5.5,Clay,951
Maize,265,93,35,12.367606491181805,72.2814153530785,4.8,Loamy,1079
Millets,154,45,71,34.63230639713906,21.71438593910432,8.2,Loamy,1486
Wheat,136,31,39,14.853696006377737,80.61145751014163,6.7,Silty,1491
Cotton,173,47,116,36.010094140378726,95.85265936562547,4.9,Chalky,386
Millets,273,30,23,36.36852930503568,86.26520043379227,7.7,Silty,838
Cotton,84,91,133,10.529777124238725,85.13927020255638,8.6,Loamy,855
Pulses,299,25,119,37.65210084847541,49.933973641923835,6.5,Peaty,850
Barley,231,74,82,36.35608334396717,53.63843630198708,6.9,Silty,636
Groundnut,87,70,68,34.86160956447924,83.5954515234459,5.8,Silty,703
Sugarcane,169,97,41,10.77069470274702,23.51697972625761,8.2,Peaty,1045
Millets,143,77,54,31.962817688969498,59.27316468719209,4.7,Clay,621
Barley,255,47,64,25.544596037062064,35.69956693457015,4.6,Clay,387
Millets,122,38,22,26.849270785246063,57.78093313630126,7.9,Sandy,343
Wheat,148,43,131,10.190592326691151,39.14138427439835,4.4,Chalky,483
Groundnut,96,66,118,14.75226142420713,88.76816412805114,7.5,Sandy,703
Maize,285,71,68,35.75319584015795,86.63107205449043,7.7,Silty,510
Rice,217,20,139,17.116411695571614,71.7765156704626,5.7,Peaty,819
Millets,196,51,137,26.147130123131443,69.01037543179993,7.3,Clay,589
Cotton,189,85,48,28.84690881776062,29.264701772686852,5.6,Loamy,644
